Dates,Song,Artist,Position
June 25,Friends,The Carters,99
June 25,Medicine,Queen Naija,100
July 02,I Like It,Cardi B,1
July 02,Sad!,XXXTENTACION,2
July 02,Lucid Dreams,Juice WRLD,3
July 02,Girls Like You,Maroon 5 Featuring Cardi B,4
July 02,Psycho,Post Malone Featuring Ty Dolla $ign,5
July 02,Nice For What,Drake,6
July 02,Boo'd Up,Ella Mai,7
July 02,No Tears Left To Cry,Ariana Grande,8
July 02,God's Plan,Drake,9
July 02,Meant To Be,Bebe Rexha ,10
July 02,Yes Indeed,Lil Baby ,11
July 02,The Middle,Zedd,12
July 02,Moonlight,XXXTENTACION,13
July 02,Better Now,Post Malone,14
July 02,Plug Walk,Rich The Kid,15
July 02,Mine,Bazzi,16
July 02,Perfect,Ed Sheeran,17
July 02,Changes,XXXTENTACION,18
July 02,Apes**t,The Carters,19
July 02,Delicate,Taylor Swift,20
July 02,Tequila,Dan + Shay,21
July 02,Friends,Marshmello ,22
July 02,In My Blood,Shawn Mendes,23
July 02,This Is America,Childish Gambino,24
July 02,Jocelyn Flores,XXXTENTACION,25
July 02,I'm Upset,Drake,26
July 02,Look Alive,BlocBoy JB Featuring Drake,27
July 02,Never Be The Same,Camila Cabello,28
July 02,Walk It Talk It,Migos Featuring Drake,29
July 02,Taste,Tyga Featuring Offset,30
July 02,Whatever It Takes,Imagine Dragons,31
July 02,Be Careful,Cardi B,32
July 02,Rockstar,Post Malone Featuring 21 Savage,33
July 02,F**k Love,XXXTENTACION Featuring Trippie Redd,34
July 02,Back To You,Selena Gomez,35
July 02,One Kiss,Calvin Harris ,36
July 02,Love Lies,Khalid ,37
July 02,Heaven,Kane Brown,38
July 02,Havana,Camila Cabello Featuring Young Thug,39
July 02,New Rules,Dua Lipa,40
July 02,I Like Me Better,Lauv,41
July 02,All Girls Are The Same,Juice WRLD,42
July 02,Te Bote,Casper Magico,43
July 02,Get Along,Kenny Chesney,44
July 02,Simple,Florida Georgia Line,45
July 02,Everybody Dies In Their Nightmares,XXXTENTACION,46
July 02,Freaky Friday,Lil Dicky Featuring Chris Brown,47
July 02,Mercy,Brett Young,48
July 02,One Number Away,Luke Combs,49
July 02,Wait,Maroon 5,50
July 02,Sit Next To Me,Foster The People,51
July 02,Youngblood,5 Seconds Of Summer,52
July 02,Up Down,Morgan Wallen Featuring Florida Georgia Line,53
July 02,All Mine,Kanye West,54
July 02,The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,55
July 02,Big Bank,YG Featuring 2 Chainz,56
July 02,Dura,Daddy Yankee,57
July 02,Sober,Demi Lovato,58
July 02,Ball For Me,Post Malone Featuring Nicki Minaj,59
July 02,Bigger > You,2 Chainz,60
July 02,Say Amen (Saturday Night),Panic! At The Disco,61
July 02,Chun-Li,Nicki Minaj,62
July 02,Japan,Famous Dex,63
July 02,X,Nicky Jam,64
July 02,Legends,Juice WRLD,65
July 02,Everything's Gonna Be Alright,David Lee Murphy ,66
July 02,Bed,Nicki Minaj Featuring Ariana Grande,67
July 02,KOD,J. Cole,68
July 02,Alone,Halsey Featuring Big Sean ,69
July 02,Hope,XXXTENTACION,70
July 02,Esskeetit,Lil Pump,71
July 02,TATI,6ix9ine Featuring DJ SPINKING,72
July 02,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,73
July 02,Done For Me,Charlie Puth Featuring Kehlani,74
July 02,I Was Jack (You Were Diane),Jake Owen,75
July 02,Fake Love,BTS,76
July 02,Yikes,Kanye West,77
July 02,Call Out My Name,The Weeknd,78
July 02,I Know You,Lil Skies Featuring Yung Pinch,79
July 02,Numb,XXXTENTACION,80
July 02,Medicine,Queen Naija,81
July 02,Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta,82
July 02,Sin Pijama,Becky G + Natti Natasha,83
July 02,High Hopes,Panic! At The Disco,84
July 02,I Lived It,Blake Shelton,85
July 02,Powerglide,Rae Sremmurd ,86
July 02,Lovely,Billie Eilish ,87
July 02,Coming Home,Keith Urban Featuring Julia Michaels,88
July 02,Life Goes On,Lil Baby Featuring Gunna ,89
July 02,Zombie,Bad Wolves,90
July 02,Overdose,YoungBoy Never Broke Again,91
July 02,Life Changes,Thomas Rhett,92
July 02,"Woman, Amen",Dierks Bentley,93
July 02,Born To Be Yours,Kygo ,94
July 02,The Light Is Coming,Ariana Grande Featuring Nicki Minaj,95
July 02,OTW,Khalid,96
July 02,Solo,Clean Bandit Featuring Demi Lovato,97
July 02,Take Back Home Girl,Chris Lane Featuring Tori Kelly,98
July 02,Boss,The Carters,99
July 02,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,100
July 09,Nice For What,Drake,1
July 09,Nonstop,Drake,2
July 09,I Like It,Cardi B,3
July 09,God's Plan,Drake,4
July 09,Girls Like You,Maroon 5 Featuring Cardi B,5
July 09,In My Feelings,Drake,6
July 09,I'm Upset,Drake,7
July 09,Emotionless,Drake,8
July 09,Don't Matter To Me,Drake Featuring Michael Jackson,9
July 09,Sad!,XXXTENTACION,10
July 09,Boo'd Up,Ella Mai,11
July 09,Psycho,Post Malone Featuring Ty Dolla $ign,12
July 09,Mob Ties,Drake,13
July 09,Elevate,Drake,14
July 09,No Tears Left To Cry,Ariana Grande,15
July 09,Lucid Dreams,Juice WRLD,16
July 09,Survival,Drake,17
July 09,Can't Take A Joke,Drake,18
July 09,The Middle,Zedd,19
July 09,Talk Up,Drake Featuring JAY-Z,20
July 09,8 Out Of 10,Drake,21
July 09,Meant To Be,Bebe Rexha ,22
July 09,Delicate,Taylor Swift,23
July 09,Better Now,Post Malone,24
July 09,Mine,Bazzi,25
July 09,Yes Indeed,Lil Baby ,26
July 09,Sandra's Rose,Drake,27
July 09,Summer Games,Drake,28
July 09,Perfect,Ed Sheeran,29
July 09,Blue Tint,Drake,30
July 09,In My Blood,Shawn Mendes,31
July 09,Jaded,Drake,32
July 09,Friends,Marshmello ,33
July 09,Tequila,Dan + Shay,34
July 09,Never Be The Same,Camila Cabello,35
July 09,Is There More,Drake,36
July 09,That's How You Feel,Drake,37
July 09,Peak,Drake,38
July 09,Taste,Tyga Featuring Offset,39
July 09,Whatever It Takes,Imagine Dragons,40
July 09,After Dark,Drake Featuring Static Major ,41
July 09,Finesse,Drake,42
July 09,Apes**t,The Carters,43
July 09,Look Alive,BlocBoy JB Featuring Drake,44
July 09,One Kiss,Calvin Harris ,45
July 09,Love Lies,Khalid ,46
July 09,Moonlight,XXXTENTACION,47
July 09,Be Careful,Cardi B,48
July 09,Back To You,Selena Gomez,49
July 09,This Is America,Childish Gambino,50
July 09,Ratchet Happy Birthday,Drake,51
July 09,I Like Me Better,Lauv,52
July 09,Get Along,Kenny Chesney,53
July 09,Simple,Florida Georgia Line,54
July 09,Changes,XXXTENTACION,55
July 09,Final Fantasy,Drake,56
July 09,March 14,Drake,57
July 09,X,Nicky Jam,58
July 09,Sit Next To Me,Foster The People,59
July 09,All Girls Are The Same,Juice WRLD,60
July 09,Te Bote,Casper Magico,61
July 09,Up Down,Morgan Wallen Featuring Florida Georgia Line,62
July 09,Karma,Queen Naija,63
July 09,Mercy,Brett Young,64
July 09,One Number Away,Luke Combs,65
July 09,Youngblood,5 Seconds Of Summer,66
July 09,Big Bank,YG Featuring 2 Chainz,67
July 09,Jocelyn Flores,XXXTENTACION,68
July 09,I Was Jack (You Were Diane),Jake Owen,69
July 09,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,70
July 09,Alone,Halsey Featuring Big Sean ,71
July 09,Freaky Friday,Lil Dicky Featuring Chris Brown,72
July 09,Everything's Gonna Be Alright,David Lee Murphy ,73
July 09,Ball For Me,Post Malone Featuring Nicki Minaj,74
July 09,Life Changes,Thomas Rhett,75
July 09,Kiss Somebody,Morgan Evans,76
July 09,KOD,J. Cole,77
July 09,Done For Me,Charlie Puth Featuring Kehlani,78
July 09,Take Back Home Girl,Chris Lane Featuring Tori Kelly,79
July 09,Coming Home,Keith Urban Featuring Julia Michaels,80
July 09,Bed,Nicki Minaj Featuring Ariana Grande,81
July 09,Chun-Li,Nicki Minaj,82
July 09,All Mine,Kanye West,83
July 09,Don't Go Breaking My Heart,Backstreet Boys,84
July 09,Medicine,Queen Naija,85
July 09,"Sunrise, Sunburn, Sunset",Luke Bryan,86
July 09,Cry Pretty,Carrie Underwood,87
July 09,Esskeetit,Lil Pump,88
July 09,Sin Pijama,Becky G + Natti Natasha,89
July 09,Call Out My Name,The Weeknd,90
July 09,Everybody Dies In Their Nightmares,XXXTENTACION,91
July 09,Yikes,Kanye West,92
July 09,Hotel Key,Old Dominion,93
July 09,Downtown's Dead,Sam Hunt,94
July 09,Zombie,Bad Wolves,95
July 09,Japan,Famous Dex,96
July 09,Me Niego,Reik Featuring Ozuna ,97
July 09,The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,98
July 09,Growing Pains,Alessia Cara,99
July 09,I Lived It,Blake Shelton,100
July 16,In My Feelings,Drake,1
July 16,I Like It,Cardi B,2
July 16,Girls Like You,Maroon 5 Featuring Cardi B,3
July 16,Nice For What,Drake,4
July 16,Boo'd Up,Ella Mai,5
July 16,God's Plan,Drake,6
July 16,Lucid Dreams,Juice WRLD,7
July 16,No Tears Left To Cry,Ariana Grande,8
July 16,Psycho,Post Malone Featuring Ty Dolla $ign,9
July 16,Sad!,XXXTENTACION,10
July 16,Nonstop,Drake,11
July 16,Better Now,Post Malone,12
July 16,The Middle,Zedd,13
July 16,Meant To Be,Bebe Rexha ,14
July 16,Delicate,Taylor Swift,15
July 16,I'm Upset,Drake,16
July 16,Yes Indeed,Lil Baby ,17
July 16,Taste,Tyga Featuring Offset,18
July 16,Mine,Bazzi,19
July 16,Friends,Marshmello ,20
July 16,Don't Matter To Me,Drake Featuring Michael Jackson,21
July 16,Perfect,Ed Sheeran,22
July 16,In My Blood,Shawn Mendes,23
July 16,Tequila,Dan + Shay,24
July 16,Love Lies,Khalid ,25
July 16,Never Be The Same,Camila Cabello,26
July 16,Whatever It Takes,Imagine Dragons,27
July 16,Mob Ties,Drake,28
July 16,One Kiss,Calvin Harris ,29
July 16,Apes**t,The Carters,30
July 16,Back To You,Selena Gomez,31
July 16,Look Alive,BlocBoy JB Featuring Drake,32
July 16,I Like Me Better,Lauv,33
July 16,Moonlight,XXXTENTACION,34
July 16,Get Along,Kenny Chesney,35
July 16,Be Careful,Cardi B,36
July 16,Simple,Florida Georgia Line,37
July 16,Emotionless,Drake,38
July 16,This Is America,Childish Gambino,39
July 16,Youngblood,5 Seconds Of Summer,40
July 16,Mercy,Brett Young,41
July 16,Sit Next To Me,Foster The People,42
July 16,Te Bote,Casper Magico,43
July 16,Elevate,Drake,44
July 16,Can't Take A Joke,Drake,45
July 16,Big Bank,YG Featuring 2 Chainz,46
July 16,Changes,XXXTENTACION,47
July 16,Bed,Nicki Minaj Featuring Ariana Grande,48
July 16,One Number Away,Luke Combs,49
July 16,I Was Jack (You Were Diane),Jake Owen,50
July 16,X,Nicky Jam,51
July 16,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,52
July 16,Wifi Lit,Future,53
July 16,Up Down,Morgan Wallen Featuring Florida Georgia Line,54
July 16,Blue Tint,Drake,55
July 16,After Dark,Drake Featuring Static Major ,56
July 16,All Girls Are The Same,Juice WRLD,57
July 16,Talk Up,Drake Featuring JAY-Z,58
July 16,8 Out Of 10,Drake,59
July 16,Jumpsuit,twenty one pilots,60
July 16,Life Changes,Thomas Rhett,61
July 16,Jocelyn Flores,XXXTENTACION,62
July 16,Sandra's Rose,Drake,63
July 16,Summer Games,Drake,64
July 16,31 Days,Future,65
July 16,Alone,Halsey Featuring Big Sean ,66
July 16,Jaded,Drake,67
July 16,That's How You Feel,Drake,68
July 16,Survival,Drake,69
July 16,Take Back Home Girl,Chris Lane Featuring Tori Kelly,70
July 16,Cuddle My Wrist,Future,71
July 16,Freaky Friday,Lil Dicky Featuring Chris Brown,72
July 16,Millidelphia,Meek Mill Featuring Swizz Beatz,73
July 16,Kiss Somebody,Morgan Evans,74
July 16,Ball For Me,Post Malone Featuring Nicki Minaj,75
July 16,Racks Blue,Future,76
July 16,Coming Home,Keith Urban Featuring Julia Michaels,77
July 16,Finesse,Drake,78
July 16,Dangerous,Meek Mill Featuring Jeremih ,79
July 16,Everything's Gonna Be Alright,David Lee Murphy ,80
July 16,"Sunrise, Sunburn, Sunset",Luke Bryan,81
July 16,Don't Go Breaking My Heart,Backstreet Boys,82
July 16,Drug Addicts,Lil Pump,83
July 16,KOD,J. Cole,84
July 16,All Mine,Kanye West,85
July 16,Growing Pains,Alessia Cara,86
July 16,Hotel Key,Old Dominion,87
July 16,Jackie Chan,Tiesto ,88
July 16,Chun-Li,Nicki Minaj,89
July 16,Medicine,Queen Naija,90
July 16,Cry Pretty,Carrie Underwood,91
July 16,Ocean,Martin Garrix Featuring Khalid,92
July 16,Peak,Drake,93
July 16,Legends,Juice WRLD,94
July 16,Call Out My Name,The Weeknd,95
July 16,Kream,Iggy Azalea Feauring Tyga,96
July 16,OTW,Khalid,97
July 16,Solo,Clean Bandit Featuring Demi Lovato,98
July 16,Sin Pijama,Becky G + Natti Natasha,99
July 16,Is There More,Drake,100
July 23,In My Feelings,Drake,1
July 23,I Like It,Cardi B,2
July 23,Girls Like You,Maroon 5 Featuring Cardi B,3
July 23,Nice For What,Drake,4
July 23,Boo'd Up,Ella Mai,5
July 23,Lucid Dreams,Juice WRLD,6
July 23,Better Now,Post Malone,7
July 23,No Tears Left To Cry,Ariana Grande,8
July 23,Psycho,Post Malone Featuring Ty Dolla $ign,9
July 23,God's Plan,Drake,10
July 23,God Is A Woman,Ariana Grande,11
July 23,Delicate,Taylor Swift,12
July 23,Taste,Tyga Featuring Offset,13
July 23,The Middle,Zedd,14
July 23,Sad!,XXXTENTACION,15
July 23,Yes Indeed,Lil Baby ,16
July 23,Meant To Be,Bebe Rexha ,17
July 23,Friends,Marshmello ,18
July 23,Perfect,Ed Sheeran,19
July 23,Nonstop,Drake,20
July 23,Love Lies,Khalid ,21
July 23,Mine,Bazzi,22
July 23,In My Blood,Shawn Mendes,23
July 23,I'm Upset,Drake,24
July 23,Tequila,Dan + Shay,25
July 23,One Kiss,Calvin Harris ,26
July 23,Back To You,Selena Gomez,27
July 23,Apes**t,The Carters,28
July 23,I Like Me Better,Lauv,29
July 23,Never Be The Same,Camila Cabello,30
July 23,Get Along,Kenny Chesney,31
July 23,Youngblood,5 Seconds Of Summer,32
July 23,Don't Matter To Me,Drake Featuring Michael Jackson,33
July 23,Whatever It Takes,Imagine Dragons,34
July 23,Look Alive,BlocBoy JB Featuring Drake,35
July 23,Simple,Florida Georgia Line,36
July 23,Moonlight,XXXTENTACION,37
July 23,Mercy,Brett Young,38
July 23,Big Bank,YG Featuring 2 Chainz,39
July 23,This Is America,Childish Gambino,40
July 23,Be Careful,Cardi B,41
July 23,Te Bote,Casper Magico,42
July 23,Mob Ties,Drake,43
July 23,Summertime Magic,Childish Gambino,44
July 23,I Was Jack (You Were Diane),Jake Owen,45
July 23,Sit Next To Me,Foster The People,46
July 23,X,Nicky Jam,47
July 23,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,48
July 23,One Number Away,Luke Combs,49
July 23,Jumpsuit,twenty one pilots,50
July 23,Changes,XXXTENTACION,51
July 23,Bed,Nicki Minaj Featuring Ariana Grande,52
July 23,You Say,Lauren Daigle,53
July 23,Life Changes,Thomas Rhett,54
July 23,All Girls Are The Same,Juice WRLD,55
July 23,Eastside,benny blanco,56
July 23,Take Back Home Girl,Chris Lane Featuring Tori Kelly,57
July 23,Emotionless,Drake,58
July 23,Up Down,Morgan Wallen Featuring Florida Georgia Line,59
July 23,Jackie Chan,Tiesto ,60
July 23,Can't Take A Joke,Drake,61
July 23,Coming Home,Keith Urban Featuring Julia Michaels,62
July 23,Don't Go Breaking My Heart,Backstreet Boys,63
July 23,"Sunrise, Sunburn, Sunset",Luke Bryan,64
July 23,Growing Pains,Alessia Cara,65
July 23,Solo,Clean Bandit Featuring Demi Lovato,66
July 23,Elevate,Drake,67
July 23,Wasted,Juice WRLD Featuring Lil Uzi Vert,68
July 23,Freaky Friday,Lil Dicky Featuring Chris Brown,69
July 23,Hotel Key,Old Dominion,70
July 23,Desperate Man,Eric Church,71
July 23,Hopeless Romantic,Wiz Khalifa Featuring Swae Lee,72
July 23,Fr Fr,Wiz Khalifa Featuring Lil Skies,73
July 23,Kiss Somebody,Morgan Evans,74
July 23,OTW,Khalid,75
July 23,Ball For Me,Post Malone Featuring Nicki Minaj,76
July 23,All Mine,Kanye West,77
July 23,Medicine,Queen Naija,78
July 23,Nico And The Niners,twenty one pilots,79
July 23,Blue Tint,Drake,80
July 23,Cry Pretty,Carrie Underwood,81
July 23,After Dark,Drake Featuring Static Major ,82
July 23,Sin Pijama,Becky G + Natti Natasha,83
July 23,Broken,lovelytheband,84
July 23,Hooked,Dylan Scott,85
July 23,Alone,Halsey Featuring Big Sean ,86
July 23,Ocean,TK Kravitz Featuring Jacqueez,87
July 23,Ocean,Martin Garrix Featuring Khalid,88
July 23,Everything's Gonna Be Alright,David Lee Murphy ,89
July 23,1942,G-Eazy Featuring Yo Gotti ,90
July 23,Break Up In The End,Cole Swindell,91
July 23,I'm A Mess,Bebe Rexha,92
July 23,Narcos,Migos,93
July 23,Remind Me To Forget,Kygo Featuring Miguel,94
July 23,Call Out My Name,The Weeknd,95
July 23,Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta,96
July 23,Zombie,Bad Wolves,97
July 23,8 Out Of 10,Drake,98
July 23,31 Days,Future,99
July 23,Talk Up,Drake Featuring JAY-Z,100
July 30,In My Feelings,Drake,1
July 30,I Like It,Cardi B,2
July 30,Girls Like You,Maroon 5 Featuring Cardi B,3
July 30,FEFE,6ix9ine Featuring Nicki Minaj ,4
July 30,Better Now,Post Malone,5
July 30,Nice For What,Drake,6
July 30,Boo'd Up,Ella Mai,7
July 30,Lucid Dreams,Juice WRLD,8
July 30,Psycho,Post Malone Featuring Ty Dolla $ign,9
July 30,Taste,Tyga Featuring Offset,10
July 30,No Tears Left To Cry,Ariana Grande,11
July 30,Delicate,Taylor Swift,12
July 30,God's Plan,Drake,13
July 30,Yes Indeed,Lil Baby ,14
July 30,The Middle,Zedd,15
July 30,Friends,Marshmello ,16
July 30,Perfect,Ed Sheeran,17
July 30,Love Lies,Khalid ,18
July 30,Sad!,XXXTENTACION,19
July 30,Meant To Be,Bebe Rexha ,20
July 30,God Is A Woman,Ariana Grande,21
July 30,Mine,Bazzi,22
July 30,In My Blood,Shawn Mendes,23
July 30,Tequila,Dan + Shay,24
July 30,Youngblood,5 Seconds Of Summer,25
July 30,Back To You,Selena Gomez,26
July 30,One Kiss,Calvin Harris ,27
July 30,Big Bank,YG Featuring 2 Chainz,28
July 30,Nonstop,Drake,29
July 30,Apes**t,The Carters,30
July 30,I Like Me Better,Lauv,31
July 30,Never Be The Same,Camila Cabello,32
July 30,Mercy,Brett Young,33
July 30,Whatever It Takes,Imagine Dragons,34
July 30,Get Along,Kenny Chesney,35
July 30,Simple,Florida Georgia Line,36
July 30,Natural,Imagine Dragons,37
July 30,I'm Upset,Drake,38
July 30,Moonlight,XXXTENTACION,39
July 30,Look Alive,BlocBoy JB Featuring Drake,40
July 30,Te Bote,Casper Magico,41
July 30,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,42
July 30,I Was Jack (You Were Diane),Jake Owen,43
July 30,Sit Next To Me,Foster The People,44
July 30,This Is America,Childish Gambino,45
July 30,Be Careful,Cardi B,46
July 30,X,Nicky Jam,47
July 30,One Number Away,Luke Combs,48
July 30,Life Changes,Thomas Rhett,49
July 30,Coming Home,Keith Urban Featuring Julia Michaels,50
July 30,Changes,XXXTENTACION,51
July 30,Eastside,benny blanco,52
July 30,Mob Ties,Drake,53
July 30,Don't Matter To Me,Drake Featuring Michael Jackson,54
July 30,Bed,Nicki Minaj Featuring Ariana Grande,55
July 30,Sober,Demi Lovato,56
July 30,Take Back Home Girl,Chris Lane Featuring Tori Kelly,57
July 30,All Girls Are The Same,Juice WRLD,58
July 30,"Sunrise, Sunburn, Sunset",Luke Bryan,59
July 30,I Might Need Security,Chance The Rapper,60
July 30,Solo,Clean Bandit Featuring Demi Lovato,61
July 30,Jackie Chan,Tiesto ,62
July 30,Hotel Key,Old Dominion,63
July 30,I'm A Mess,Bebe Rexha,64
July 30,Medicine,Queen Naija,65
July 30,Growing Pains,Alessia Cara,66
July 30,Wasted,Juice WRLD Featuring Lil Uzi Vert,67
July 30,Don't Go Breaking My Heart,Backstreet Boys,68
July 30,Summertime Magic,Childish Gambino,69
July 30,Up Down,Morgan Wallen Featuring Florida Georgia Line,70
July 30,Kiss Somebody,Morgan Evans,71
July 30,Sin Pijama,Becky G + Natti Natasha,72
July 30,Freaky Friday,Lil Dicky Featuring Chris Brown,73
July 30,You Say,Lauren Daigle,74
July 30,Broken,lovelytheband,75
July 30,Hooked,Dylan Scott,76
July 30,Level Up,Ciara,77
July 30,Ocean,TK Kravitz Featuring Jacqueez,78
July 30,Remind Me To Forget,Kygo Featuring Miguel,79
July 30,OTW,Khalid,80
July 30,Best Part,Daniel Caesar Featuring H.E.R.,81
July 30,1942,G-Eazy Featuring Yo Gotti ,82
July 30,Ball For Me,Post Malone Featuring Nicki Minaj,83
July 30,Cry Pretty,Carrie Underwood,84
July 30,Ocean,Martin Garrix Featuring Khalid,85
July 30,Africa,Weezer,86
July 30,Break Up In The End,Cole Swindell,87
July 30,Jumpsuit,twenty one pilots,88
July 30,Call Out My Name,The Weeknd,89
July 30,Nevermind,Dennis Lloyd,90
July 30,All Mine,Kanye West,91
July 30,Narcos,Migos,92
July 30,You Should See Me In A Crown,Billie Eilish,93
July 30,Desperate Man,Eric Church,94
July 30,Hopeless Romantic,Wiz Khalifa Featuring Swae Lee,95
July 30,Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta,96
July 30,Lie,NF,97
July 30,Lose It,Kane Brown,98
July 30,Emotionless,Drake,99
July 30,Can't Take A Joke,Drake,100
August 06,In My Feelings,Drake,1
August 06,I Like It,Cardi B,2
August 06,FEFE,6ix9ine Featuring Nicki Minaj ,3
August 06,Girls Like You,Maroon 5 Featuring Cardi B,4
August 06,No Brainer,DJ Khaled Featuring Justin Bieber,5
August 06,Better Now,Post Malone,6
August 06,Lucid Dreams,Juice WRLD,7
August 06,Boo'd Up,Ella Mai,8
August 06,Taste,Tyga Featuring Offset,9
August 06,Nice For What,Drake,10
August 06,Psycho,Post Malone Featuring Ty Dolla $ign,11
August 06,No Tears Left To Cry,Ariana Grande,12
August 06,Delicate,Taylor Swift,13
August 06,Yes Indeed,Lil Baby ,14
August 06,Love Lies,Khalid ,15
August 06,God's Plan,Drake,16
August 06,The Middle,Zedd,17
August 06,Perfect,Ed Sheeran,18
August 06,Meant To Be,Bebe Rexha ,19
August 06,Friends,Marshmello ,20
August 06,Sad!,XXXTENTACION,21
August 06,Get Along,Kenny Chesney,22
August 06,Youngblood,5 Seconds Of Summer,23
August 06,Mine,Bazzi,24
August 06,Big Bank,YG Featuring 2 Chainz,25
August 06,Back To You,Selena Gomez,26
August 06,God Is A Woman,Ariana Grande,27
August 06,Tequila,Dan + Shay,28
August 06,Nonstop,Drake,29
August 06,One Kiss,Calvin Harris ,30
August 06,In My Blood,Shawn Mendes,31
August 06,Mercy,Brett Young,32
August 06,I Like Me Better,Lauv,33
August 06,Simple,Florida Georgia Line,34
August 06,Apes**t,The Carters,35
August 06,Never Be The Same,Camila Cabello,36
August 06,Whatever It Takes,Imagine Dragons,37
August 06,Moonlight,XXXTENTACION,38
August 06,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,39
August 06,Look Alive,BlocBoy JB Featuring Drake,40
August 06,Te Bote,Casper Magico,41
August 06,Natural,Imagine Dragons,42
August 06,Be Careful,Cardi B,43
August 06,Eastside,benny blanco,44
August 06,I'm Upset,Drake,45
August 06,Life Changes,Thomas Rhett,46
August 06,Sober,Demi Lovato,47
August 06,Sit Next To Me,Foster The People,48
August 06,One Number Away,Luke Combs,49
August 06,"Sunrise, Sunburn, Sunset",Luke Bryan,50
August 06,Coming Home,Keith Urban Featuring Julia Michaels,51
August 06,This Is America,Childish Gambino,52
August 06,I'm A Mess,Bebe Rexha,53
August 06,Medicine,Queen Naija,54
August 06,Take Back Home Girl,Chris Lane Featuring Tori Kelly,55
August 06,Changes,XXXTENTACION,56
August 06,All Girls Are The Same,Juice WRLD,57
August 06,Solo,Clean Bandit Featuring Demi Lovato,58
August 06,Level Up,Ciara,59
August 06,Hotel Key,Old Dominion,60
August 06,Jackie Chan,Tiesto ,61
August 06,I Was Jack (You Were Diane),Jake Owen,62
August 06,Bed,Nicki Minaj Featuring Ariana Grande,63
August 06,Mob Ties,Drake,64
August 06,Don't Go Breaking My Heart,Backstreet Boys,65
August 06,Don't Matter To Me,Drake Featuring Michael Jackson,66
August 06,Kiss Somebody,Morgan Evans,67
August 06,Africa,Weezer,68
August 06,Broken,lovelytheband,69
August 06,Sin Pijama,Becky G + Natti Natasha,70
August 06,Growing Pains,Alessia Cara,71
August 06,Hooked,Dylan Scott,72
August 06,Up Down,Morgan Wallen Featuring Florida Georgia Line,73
August 06,Remind Me To Forget,Kygo Featuring Miguel,74
August 06,Wasted,Juice WRLD Featuring Lil Uzi Vert,75
August 06,Ocean,TK Kravitz Featuring Jacqueez,76
August 06,1942,G-Eazy Featuring Yo Gotti ,77
August 06,You Say,Lauren Daigle,78
August 06,Summertime Magic,Childish Gambino,79
August 06,One Day,Logic Featuring Ryan Tedder,80
August 06,Cry Pretty,Carrie Underwood,81
August 06,Best Part,Daniel Caesar Featuring H.E.R.,82
August 06,Freaky Friday,Lil Dicky Featuring Chris Brown,83
August 06,Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta,84
August 06,Break Up In The End,Cole Swindell,85
August 06,Nevermind,Dennis Lloyd,86
August 06,Side Effects,The Chainsmokers Featuring Emily Warren,87
August 06,OTW,Khalid,88
August 06,Ball For Me,Post Malone Featuring Nicki Minaj,89
August 06,Lie,NF,90
August 06,Narcos,Migos,91
August 06,That's On Me,Yella Beezy,92
August 06,Desperate Man,Eric Church,93
August 06,Lose It,Kane Brown,94
August 06,Call Out My Name,The Weeknd,95
August 06,All Mine,Kanye West,96
August 06,Ocean,Martin Garrix Featuring Khalid,97
August 06,Karma,Queen Naija,98
August 06,Handgun,YG Featuring A$AP Rocky,99
August 06,Drunk Me,Mitchell Tenpenny,100
August 13,In My Feelings,Drake,1
August 13,Girls Like You,Maroon 5 Featuring Cardi B,2
August 13,I Like It,Cardi B,3
August 13,Sicko Mode,Travis Scott,4
August 13,FEFE,6ix9ine Featuring Nicki Minaj ,5
August 13,Better Now,Post Malone,6
August 13,Lucid Dreams,Juice WRLD,7
August 13,Stargazing,Travis Scott,8
August 13,Taste,Tyga Featuring Offset,9
August 13,Boo'd Up,Ella Mai,10
August 13,No Brainer,DJ Khaled Featuring Justin Bieber,11
August 13,Nice For What,Drake,12
August 13,Psycho,Post Malone Featuring Ty Dolla $ign,13
August 13,No Tears Left To Cry,Ariana Grande,14
August 13,Love Lies,Khalid ,15
August 13,Big Bank,YG Featuring 2 Chainz,16
August 13,Delicate,Taylor Swift,17
August 13,Yes Indeed,Lil Baby ,18
August 13,The Middle,Zedd,19
August 13,Meant To Be,Bebe Rexha ,20
August 13,Perfect,Ed Sheeran,21
August 13,Youngblood,5 Seconds Of Summer,22
August 13,God's Plan,Drake,23
August 13,Carousel,Travis Scott,24
August 13,Yosemite,Travis Scott,25
August 13,R.I.P Screw,Travis Scott,26
August 13,Stop Trying To Be God,Travis Scott,27
August 13,Sad!,XXXTENTACION,28
